,Id,pos_neg,pos_neg_2neu,new_stars,roberta_neg,roberta_neu,roberta_pos,rating,text
87,88,0.9796342224581167,0.9482000126736239,5.0,0.0015495449,0.01726665,0.98118377,5,This is a nice hidden bar/restaurant in KTown that rarely has a wait and has great cheap food.
88,89,0.8899079177062958,0.682349779875949,4.7,0.0021043208,0.10588339,0.89201224,5,"Kinda a hidden spot (it's a basement), but a perfect place for bar food/Korean snacks."
89,90,0.9818418817594647,0.9574655117467046,5.0,0.0019900007,0.014178186,0.9838319,3,"The food is okay, the lychee smoothie is very good. Highly recommended. There servers is indeed very handsome, but I hope next time not only show up order food and check out."
90,91,-0.1334483027458191,-0.3768603205680847,2.6,0.33724743,0.45895344,0.20379913,4,"The army pot was objectively good, but since it’s a common dish, I think it felt sloppy for some reason & not as good as other places. Other dishes where unique and delicious."
91,92,0.9839589893817902,0.9645596910268068,5.0,0.0021137893,0.0118134385,0.9860728,5,Good portions for the price. Very tasty! I recommended the lychee soju cocktail♡♡♡ it's my new fave. Sorry for the crummy pictures lolol
92,93,0.980307272518985,0.9514050903962925,5.0,0.0017471995,0.01619829,0.9820545,4,"Very friendly staff, big portions of yummy food at reasonable prices !!"
93,94,0.9921102037187666,0.9854570843745023,5.0,0.0015210996,0.0048476593,0.9936313,5,"Absolutely the best Korean food I’ve ever had in my life. From the food to the service, to the ambiance, everything was a 10/10. Most of our party were new to Korean cuisine and our server was happy to lead us through the menu, making sure we had everything we needed to fully experience Bangia. We even had a member of our party with food sensitivities and the staff were so caring and accommodating that I’ll recommend this place to anyone all day every day. Thank you guys for one of the coolest dining experiences ever. I’m gonna be dreaming about that pork kimchi stew and army stew for the rest of the year. I’ll definitely be back one day!"
94,95,0.8460200065746903,0.5731908148154616,4.6,0.00585512,0.14226972,0.8518751,5,"Prior to the pandemic, my friends and I would stop in for drinks after work. They have a small bar but good Korean side dishes and large menu. I haven't been for a full meal but seemed popular the host kept checking in people every few minutes while we were there."
95,96,0.2395506203174591,-0.15586325526237488,3.7,0.18758082,0.38528776,0.42713144,1,"Be aware that they served Soju with the lid opened. I visited here with my coworker a year ago at around 7 pm. (The reason I'm trying to leave this review now. I don't want other ppl to experience this like me.) On that day, We ordered popular foods and a bottle of Soju. a Korean tall young man served the Soju and food. He literally serves Soju with the lid opened. (I've never seen this in my whole life ) I tasted Soju and it taste like soju mixed with water. I was too shocked to claim it to the man and also too busy to talk with my coworker. and just ignored it. and now I'm writing this review because I've never been there again and this terrible memory still stays in my head. but I love their food tho."
96,97,-0.9185687340795994,0.8156875111162663,1.2,0.9285656,0.0614375,0.009996887,1,"Worst place in ktown for sure. Used to be decent years ago. Overpriced food that's probably all microwaved (>$30), terrible service. Waiter/host was hanging out outside swinging a golf club with a friend while people were waiting to order. Literally go anywhere else"
97,98,0.9878644950222224,0.9702143028844148,5.0,0.0011034601,0.009928556,0.98896796,5,Great food and fast service. Found on Yelp. Nice atmosphere too would definitely recommend and return the next time I visit.
98,99,0.9780541202053428,0.9398412900045514,4.9,0.0009465078,0.020052923,0.9790006,5,Great late night wings and frozen soju with fun vibe.
99,100,0.9830814909655601,0.9612601313274354,5.0,0.0020026255,0.012913305,0.9850841,5,Incredible food and service. Everything was really tasty and food was ready really quick.
100,101,0.986007577041164,0.974867302691564,5.0,0.0028074326,0.00837757,0.988815,5,"I love Bangia, and I guarantee that you will too. I’m literally here all the time. Food is great, service is great and I’ve never felt uncomfortable eating here which can sometimes be an experience for black people in Ktown. Love them and I recommend them to people all the time."
101,102,-0.7838277462869883,0.46992108784615993,1.6,0.8035674,0.17669299,0.019739663,2,"Food is fine, but the service is poor. We kept waiting for 40mins until I asked why we couldn't sit on the empty seats at the bar (they were always empty since we arrived). They told us that's because we didn't want to sit at the bar, but we never said so! After seated, we waited another 10min before we realized we needed to scan to get the menu. No one introduced that to us."
102,103,0.9804833118105307,0.9527300525223836,5.0,0.0018800314,0.015756661,0.98236334,5,The food was good but honestly Seunghyuk was the top tier service that every food service industry staff should learn from. He made me and my friends entire night.
103,104,0.9918468921678141,0.9830414316384122,5.0,0.0012501151,0.0056528454,0.993097,5,"One of the best pocha in ktown. The staff here are friendly and welcoming. Food and drinks are amazing and delicious. We spent most of our weekend night in here. You must try the cheese and chicken feet, and chicken gizzards. Tastes great."
104,105,0.9897410194389522,0.9767010328359902,5.0,0.001246341,0.0077663343,0.99098736,4,"Great happy hour! $10 for their signature cocktails and $7 for sangria. Got busy after 7pm, but we got a table in 15 mins. Food is pretty good. The cheese corn pancake was huge and loaded with cheese if you like that. It filled me up pretty quickly after one slice. Great place to hang out with friends and share food."
105,106,0.9639978684717789,0.8991277239983901,4.9,0.0011890255,0.033624098,0.9651869,5,"Food in a very good portion. If you look for a korean mood meal, this is the right place. ;)"
106,107,0.9726449974114075,0.9273001052206382,4.9,0.0015608541,0.0242333,0.97420585,4,Good spot for an afterwork diner. I like the laidback atmosphere.
107,108,0.9918075616005808,0.9864060652907938,5.0,0.0018305366,0.004531285,0.9936381,5,I love this place!! My boyfriend and I normally stop here before / after dinner reservations to pass time and it's always a good time here. The small plates are really good too! The drinks are delish and the ambiance is always fun :)
108,109,0.9906810127431527,0.9786869412055239,5.0,0.001107315,0.0071043507,0.9917883,5,Many food and drink options. Pretty decor and good music. Big portions. We were greeted promptly at the counter and the waiters/waitresses were super nice and patient. 10% off if you pay with cash. Overall had a fun pleasant time with friends. One of the better korean restaurant/bar near ktown. Will be back!
109,110,0.9891125998692587,0.9730542459292337,5.0,0.00095273636,0.008981913,0.99006534,5,My favorite Korean restaurant in ktown! They serve big family style dishes for sharing. Their cocktails are also really yummy.
110,111,-0.8513489039614797,0.6426832703873515,1.4,0.86612165,0.11910556,0.014772746,2,"Food was good but the host guy at reception was extremely rude and condescending. We made a reservation for 6:45 and arrived at 6:50 which was within Bangia’s grace period (10 min, so by 6:55). The host didn’t even greet us, the first thing he said was “you are late!” When we explained our reservation was for 6:45 he then said the table was ready at 6:32 and accused me of not responding to his text messages. But our reservation was at 6:45. How am I supposed to arrive before my reserved slot just because the table was ready a few minutes earlier? When I showed him the text messages where I did also reply 1 to confirm my reservation he kept giving us attitude and lecturing us, “don’t be late next time ok?” It was very unprofessional and patronizing Also there was not line and 4-5 empty tables when we arrived. What’s the point of badgering your customers when they made a reservation, arrived on time for the reservation, and there were many empty tables?? Extremely disappointed. No one should be treated like this. Wouldn’t come back. Wanted to be clear this review is specifically for the HOST guy at RECEPTION, NOT the servers who helped our table. Servers were good. It’s the host who was rude and condescending."
111,112,0.8598171677440405,0.694635758176446,4.7,0.019197384,0.10178809,0.87901455,4,Personally I don't really like spicy food. My friends love it. The seafood pancake is good. They have the best fried chicken compare to other Korean fried chicken places.
112,113,0.21316559612751007,-0.3987068682909012,3.4,0.16029938,0.4662356,0.37346497,5,"You’ve just finished up a three rounds of pool down the street and six times as many tequila shots. Before that you were pregaming in an East Village apartment and it started at 6pm on a Friday. You’re seeing double. You’ve got a 10am Soul Cycle class tomorrow. BANGIA will get you there on time and sober. Get the army stew - personally I say leave the cheese out because it gives the soup a nasty taste- and let the electrolytes, carbs, and proteins go to work. It’s big enough for four people so bring your friends. The food is priced for a group. Enjoy. And to the people complaining about the service - reality check: we waited 5 minutes on a Friday night."
113,114,0.9745970058720559,0.93995247525163,4.9,0.0026935649,0.02001583,0.9772906,5,"delicious food overall! army stew is fab!! spicy pork stir fry was a hit and lychee soju is a must. very busy usually, try to make a reservation beforehand!"
114,115,-0.42308834195137024,-0.1195770800113678,2.2,0.524948,0.37319237,0.10185966,2,"The food was great. We had the spicy chicken stew and the spicy fried dumpling. However, the staff did not make me feel comfortable. The waiter assigned to our table only took our order and stayed away from our table for most of the evening. There was this one waitress with bleached blonde hair that kept staring at me as if she‘s never seen a black person before. She was hovering around our table and no one else’s. She was very attentive to our table and wasn’t even our waitress. She wasn’t staring at my friend or anyone else at the restaurant, just me.... Towards the end, the waiter assigned to our table was gawking at me too. I was the only black person in the restaurant. As a person who has gone to plenty of Korean restaurant/spots, I’ve never experienced this before. They cannot expect their restaurant to survive if they keep gawking at their POC patrons."
115,116,0.9885126112494618,0.9772868126165122,5.0,0.0019581558,0.007571055,0.99047077,5,Yummy macguli and food. I brought my colleges they love all food we order. Especially macguli cocktail I love it!!!
116,117,0.9610541220754385,0.9311959128826857,4.9,0.008005584,0.022934688,0.9690597,5,"The drinks were great. I love the table buzzers, it makes me feel more comfortable when I need something to call the server over by ringing for them. The fist cake soup was delicious but the egg was the least tasty one I've ever had."
117,118,0.9890696817310527,0.9758920519379899,5.0,0.0014471597,0.008035975,0.99051684,5,"Extremely friendly atmosphere even during peak hours, environment never changes, food is always consistent, drinks are always good, and music and decor are cute. I am glad I still anticipate coming here every time I visit ny! Introduced my coworkers from philly and they have said they also enjoyed the food, the music, drinks, but most of all, the friendly and tentative service"
118,119,0.9751146459020674,0.95898950798437,5.0,0.0056076027,0.013670172,0.98072225,5,"Food is fantastic and cool place. The waitor we had must be new. Nice guy though. He couldn't make any recommendations and told us the the portion size was small, which turned out to be the opposite. The army stew is so delicious! I will definitely go back."
119,120,0.9790570642799139,0.9548961408436298,5.0,0.0029541347,0.015034596,0.9820112,4,"The vibe of the place is really outstanding. It gives you that ""underground bar"" kind of feeling because it literally is underground. Food was good, (little pricey), drinks were good. Only problem i had was that the service of the staff was a little slow, although they were really helpful when you ask. Can definitely go here with a small group or large group."
120,121,0.13065677881240845,-0.2655022144317627,3.5,0.22375455,0.42183405,0.35441133,4,Great atmosphere mainly full of younger people. This place is very hard to spot since it is in the basement and the sign outside is not very visible. It is right next to duet and once you walk down the stairs you will see a bar. This place gets really packed during the evening so you may have to wait 30 minutes or so before getting to order at a table. The food is served in smaller portions so you may have to order 2 dishes in order to be satisfied.
121,122,0.9881679022219032,0.9747136312071234,5.0,0.0017016327,0.008428768,0.98986953,4,"They have a great mixture of food selection, ranging from casseroles to grilled food to even some finger food like calamari and fries! The food portion to price is pretty good considering how yummy the food was. I especially enjoyed the clam casserole with a hint of a kick, which was popular for people who couldn't eat spicy food."
122,123,0.9893334335647523,0.9768906221725047,5.0,0.0014817291,0.007703135,0.99081516,5,I would say it's a staple in K-Town. The food was amazing. The drinks hit the spot. Staff was friendly and attentive. What caught my attention was a minor detail. Every seat came with a blanket. Very cozy. I definitely recommend this spot. Cheers...
123,124,0.8567769639194012,0.6136076636612415,4.6,0.0072128065,0.12879746,0.8639898,5,"When you know a good place you want to come back. My friends and I stop by Bangia tonight for couple drinks. I like to spoil my friend who doesn't want to go home yet, lol. We get a table at the bar area. I share a bottle of wine with my friend and another friend just has light beer."
124,125,0.9808700664434582,0.9653746595140547,5.0,0.0037940757,0.011541779,0.98466414,5,"Delicious and filling food, I can never finish my plate! Beautiful atmosphere inside, alright outdoor sitting."
125,126,-0.9292108812369406,0.81971271103248,1.2,0.93455756,0.06009576,0.005346676,1,"Worst service I got so far. The waiter at the entrance checked my driver’s license and kept implying it was a fake ID, saying “Oh I’m from New Jersey too. This is not a Real ID.” After I insisted him to check again, he even bent my card to see if it’s real. This is really humiliating and maybe you should train your staff that NJ has more than one type of driver’s license? I hav never been to a Korean restaurant like this"
126,127,-0.5299116298556328,0.154619999229908,1.9,0.62405914,0.28179333,0.09414751,1,"I always liked this place, for food and service. Until.... They had added this fried chicken on the menu. It wasn't cooked fully, sent back once, came back with thigh / drumstick still not cooked through... Service is not that great either any more. We left both legs untouched, nobody asked if there was something wrong, especially after it had to go back to the kitchen once, you would think they would check. I won't be going back, another one bites the dust, sigh....."
127,128,0.9864660758757964,0.9652231786167249,5.0,0.0009708147,0.011592263,0.9874369,5,First time diner. I am eating the most delicious kimchi pork mozzarella rice cake (noodle) dish of my LIFE. Also the seafood pancake. Super friendly staff.
128,129,-0.18627556040883064,-1.0768971927464008,2.9,0.24698825,0.69229907,0.06071269,4,You don't find Andong Chicken in many Korean restaurants.
129,130,0.9769885430578142,0.9389531721826643,4.9,0.0013312807,0.020348966,0.9783198,4,"I visited with 3 other friends after trying to avoid the long wait at another restaurant down the street. We arrived around 6:30pm on a Saturday night and was seated right away. The staff was friendly and cordial which is always a plus for me. The 3 of us shared one stew and one signature seafood cheese dukbokki (sticky rice cake) dish and it was plenty food. Not too many banchans here but we did each get a ginger salad as a complimentary appetizer and another banchan salad to share. Fun atmosphere, good food, and pleasant servers have me willing to go back."
130,131,0.9895651462720707,0.9802149421302602,5.0,0.001919913,0.006595015,0.99148506,5,This place is amazing! Their food is great and the service is wonderful. I love the underground bar vibe and the staff was willing to make suggestions and even give advice as to how the food should be eaten so it's not intimidating to those who aren't familiar with Korean food! Try the Army stew! You won't regret it!
131,132,-0.6687972918152809,0.26930420845746994,1.8,0.712616,0.24356528,0.043818735,3,The staff messed up bills and seatings(we said we wanted to move to a table but somebody came after us moved first). Food is okay. The chicken wings were not as good as I expected.
132,133,0.7987060882151127,0.6319050304591656,4.6,0.039297786,0.122698314,0.8380039,4,"The litchi alcohol drink (forgot the name) is the best. The food tastes good, and size is big enough (very big), price is also reasonable. But I would think twice to come here, because the table is just so tiny, that you could barely put everything on there. It would not be easy to reach for things you want(like dishes or water bottle), since you’ll probably need to go over other dishes."
133,134,0.9589518872089684,0.8867445546202362,4.9,0.0016481313,0.037751798,0.9606,5,"The Spicy Rice Cake with Stir-Fried Pork, Kimchi, Mozzarella Cheese (Cheesy Tteokbokki) is a must. (Even better if you have the late night munchies post partying.). My friends Door Dashed it for $26. Apparently a lot of their items on the menu have cheese in it... So if you're in the mood for both pizza and Korean, give this place a shot. You won't be disappointed."
134,135,0.9798399299615994,0.9478170111542568,5.0,0.0013828784,0.017394338,0.9812228,5,They have the best seafood cheese spicy rice cake!
135,136,0.9887493739370257,0.9755023994948715,5.0,0.0015424003,0.008165888,0.9902918,5,"I love Yejin, amazing service and helped us order the right drinks! Def try the lychee soju cocktail, comes with a big cup of lychees!"
136,137,-0.8191299345344305,0.59733004309237,1.4,0.8424533,0.13422331,0.023323366,1,"Horrible service - we were a large party, and they initially said it would take 40 minutes for a table so we thanked them and started to leave. However, shortly after the host told me that it would only be a 10 wait instead. We ended up waiting for a full hour, with them continually being dishonest about their availability and a wait time estimate. The drinks and food was fine, but did not make up at all for the wait. If you're a large party and are not looking to be lied at, go somewhere else."
137,138,0.9729828689014539,0.9276736337924376,4.9,0.0014541891,0.024108807,0.97443706,5,"Army stew, seafood pancake, grain makgeolli cocktail are great."
138,139,0.48579588532447815,0.1824028193950653,4.1,0.12083587,0.2725324,0.60663176,2,"I’ve been coming to Bangia for about 5 years, but these last two trips have left much to be desired. The service is much less friendly than it used to be, and somewhere over the last year the chef has changed. The dishes are the same, but are slightly different. The sauce on tteokbokki is bland and almost soupy compared to how it used to be prepared. The servers used to accommodate slight changes to the dishes but now just say “we can’t do that” even though it’s been my go-to order for years. This is one of my absolute favorite restaurants and my go-to for introducing people to Korean food that isn’t BBQ. I leave this for feedback only, and hopeful that the Bangia I knew will come back!"
139,140,0.8517195843160152,0.7248347736895084,4.7,0.028279338,0.09172174,0.8799989,4,Great place to have a drink or two. A bit loud but understandable it's a packed place. Younger crowd so it might get a bit hectic. I love there French fries tho this time I visited I only had beer. the restroom was out of order so spent an hour but waited for the restroom for 30 mins lol
140,141,0.9687333821784705,0.9165605262387544,4.9,0.0017267347,0.027813163,0.9704601,5,"I guess this is the second largest Korean style bar in Manhattan. great customer service even though they are usually super packed during the weekend. The food is okay, the price is not overpriced at all. Bangia (Ban Jiha) means half underground basement btw."
141,142,0.10041448473930359,-0.0923934280872345,3.7,0.2677272,0.36413115,0.36814168,3,Good and flavorful food. The wait staff is not attentive. I would recommend it if you're looking for solid Korean food and don't care about customer service.
142,143,-0.7368246242403984,0.3707079365849495,1.7,0.7635303,0.20976403,0.02670569,1,"A few friends and I came to Bangia right at opening on a Friday night and ordered the grilled pork belly, spicy pork belly & fried rice in stone pot, and the soy garlic wings. The food wasn't the best; the wings were dry and the fried rice was one of the saltiest things I've ever tasted. The service, as well, wasn't the best. We had to wait almost 10 minutes at the hostess stand (this was after opening time) before someone would come and seat us. Even after we were seated, we still had to wait another 10-15 minutes just to get water. We thought this was a bit strange considering we were the only party there at the time. However, the real problem occurred after we left the restaurant. I paid for the bill using my card and the total (after writing in tip) came out to $69 for three people. A few days later, upon logging into my banking app, I was shocked to see that Bangia had charged me $971.88 for the meal, $902.88 MORE than the $69 total that I had indicated on the receipt. I always make an effort to make the tip and total very clear when filling out the receipts: the ""cent"" numbers are always written smaller and underlined, so there should be no room for confusion, let alone room for an extra $902.88 charge. That evening we contacted the restaurant and spoke with the manager, who said that he knew that he had made a mistake, but was ""waiting for us to contact him"", before fixing his mistake and issuing a refund. What if I never noticed, and as a result, never contacted him? Was he planning on just keeping the extra $900, even if he KNEW that a mistake had occurred? Interestingly, a quick search (there's another review here on Yelp) shows that other customers ALSO had issues with being charged extra tip. Hmm. I don't recommend this restaurant at all-- there's no point in risking an extra $900 charge on your card to eat mediocre food and receive mediocre service. There are a ton of better options in Koreatown."
143,144,0.9883331313030794,0.9729940284742042,5.0,0.0013324366,0.009001988,0.98966557,5,"Staff is really nice, and that AC is even nicer. The soju cocktails here are gooood. Wish outdoor dining was open when I visited with a friend. Will have to come back again."
144,145,0.8217590674757957,0.5126874223351479,4.5,0.007901706,0.16243753,0.8296608,5,"My co-workers wanted Korean fried chicken after work so we decided to check out this new spot after reading some recent Yelp reviews. It didn't seem to look like a restaurant when I first walked in. I saw a full bar but realized after that they served food and had tables in the back. I ordered the fried chicken and cold draft beers. Now I've had tons of fried chicken before in this neighborhood from Kyochon, Bonchon, WA Bar and even Mad For Chicken, but Bangia brings originality with their chicken without being too greasy, very crispy, crunchy and It's not overly flavored which bring out the natural flavors of the chicken. The fried chicken was super light and the beers were ice cold. Service was on point but then again they had those buttons at the table which you can abuse for service. If you want a chicken and beer night, check out this new spot!"
145,146,-0.8712126119062304,0.677499090321362,1.3,0.88185614,0.10750029,0.010643532,2,We came here on a Wednesday night so the place wasn't busy. Despite that we received bad service. We didn't get water until we asked for it and once we ordered a bottle or alcohol we weren't given any cups for it either until we asked. We got the budaejigae and a spicy pork dish which weren't very good or authentic in my opinion.
146,147,0.9297419618815184,0.8738604877144098,4.9,0.014105754,0.04204649,0.9438477,5,"Great Korean bar with small selection of delicious food. Love their Yuzu Makgeolli (light alcohol citrus drink) and seafood pancake. Portions r huge so get things to share. I just wish more items were not spicy, as I can't tolerate their spicy options."
147,148,0.9921048148535192,0.9837374049238861,5.0,0.0012371675,0.0054208725,0.993342,5,"Great cocktails! I like sweeter cocktails and the lychee martini and lychee soju were right up my alley! The happy hour deals are really great, highly recommend! The food was good too of course :)"
148,149,0.902743021491915,0.7354381731711328,4.7,0.0045348606,0.088187285,0.9072779,5,Good spot for late night food. Not your typical Korean food and most main course are easily large enough to feed the two (I had the kimchi stew and it's way more than what one person can have).
149,150,0.9799500305671245,0.952196730999276,5.0,0.002057771,0.01593442,0.9820078,5,"Great playlist, amazing happy hour, and always a good time. Tends to get crowded quickly on weekends, but that's to be expected of k-town these days. Try the cheese/seafood tteokbokki and the jokbal. Portions are very generous and cocktails are very strong."
150,151,0.9353342279791832,0.826528288424015,4.8,0.0034209266,0.057823896,0.93875515,5,Superb Korean food. Especially the pork feet
151,152,-0.6283139996230602,0.18438543751835823,1.9,0.6782212,0.2718715,0.049907226,5,"My only issue is that we had a little misunderstanding with our waiter tonight because we forgot to tip him. It was my mistake because I didn’t read the receipt very well. I thought the gratuity would be included in my bill. I was shocked to see him follow us outside to ask us why we didn’t tip him, even though he wasn’t rude when asking I thought that was a bit unusual. Anyways I went back in the restaurant to tip him but it looked like it still wasn’t enough apparently, my mistake again I’m not from the USA so I don’t know about the whole tipping issue. Lesson learned. I just wish this misunderstanding didn’t happen. Other than that he was a really nice guy. Sorry again tho."
152,153,-0.8743564300239086,0.6935729421675205,1.3,0.886107,0.10214234,0.0117505975,2,"I came here for dinner on a Tuesday with three friends. The service was terribly slow. We ordered the army's stew, the half/half chicken wings and fries. It took forever for the stew to come out. We asked for rice that never came out. We also asked for more ramen and that also never came out. We asked for extra seasoning for the stew and again, never came out. Servers barely stopped by either to check up on us."
153,154,0.9261301725637168,0.7947243780363351,4.8,0.002722326,0.06842522,0.9288525,4,"Needed a reservation both times I ate there but worth the foresight. This is top three most authentic Korean place in the Ktown area, in my opinion. The portions are big, beer is cold and kpop on point with lots of TV screens."
154,155,0.9861613408429548,0.9652579511748627,5.0,0.0011289819,0.011580677,0.9872903,5,"I checked out this restaurant after a friend of mine praised about the original Korean fried chicken and the bbq pork intestines (not many places have this) which is a really popular late night Korean dish when you're drinking. Basically, I was pleasantly surprised to find some clean flavored dishes. The place has a great drinking atmosphere and the service was friendly. My favorites were the Original Fried Chicken (Not the flavored), The JOK Bal (pork feet) and the Intestines where you dip it in the pickled onion sauce! Def. can't wait to check out the other dishes next time."
155,156,0.7764735333621502,0.5928180404007435,4.6,0.043899585,0.13572733,0.8203731,3,"Was excited about their jok bal, but was a little disappointed because there were more jelly fish than the meat. The wings were to saucy. The only thing that I enjoyed was the yuzu soju cocktail. Service was very friendly. Nice atmosphere."
156,157,-0.446183517575264,-0.07986249029636383,2.2,0.54311466,0.35995415,0.096931145,4,"Decent place, can be quite pricey. Big portions but service can be subpar. They take your order quite quickly, drinks take quite awhile to get to the table and paying the check shouldn't take 10-15 mins to arrive. Dined the other day on a weekday and quite a few patrons were complaining about being able to jusy pay and leave"
157,158,0.7194897085428238,0.4548581391572952,4.4,0.04939817,0.18171395,0.7688879,4,"Nice place really crowded, you need an ID and be aware of the loudness because my head was banging for an entire day. It’s pricy and usually has people of particular ethnicity dominating the place. English music so anyone can understand. Go on the weekend for more fun!"
158,159,0.9649630091153085,0.9142352254129946,4.9,0.0032243826,0.028588274,0.9681874,5,"This place isn't your usual Korean restaurant with the usual Korean bbq and soups and stews, and that's the best part. They have more of what would be considered Korean street food or hangout food rather than the traditional stuff, and it's such a great change of pace. And the decor adds to the street feel. My friend and I shared bossam and andong chicken, both of which were really good. The portions are pretty large, so go hungry. But don't expect rice; it doesn't come as part of the meal. If you're low carbing and like meat, I would definitely recommend bossam. The andong chicken is good also, but it does come with noodles, dduk (aka rice cakes) and potatoes. I am definitely going back to try other stuff on the menu."
159,160,-0.9722532439045608,0.9319506478495896,1.1,0.97478503,0.022683084,0.002531786,2,"I have been there over 5 times - the quality and taste of food decreases each time. The army stew we had yesterday was blend, with very few sausages and several pieces of bacon stuck together. Very disappointed😥 …"
160,161,-0.11413916945457458,-0.7473903596401215,2.9,0.26583785,0.58246344,0.15169868,1,"My friend and I attempted to stop in for a few drinks. We put our name in with the host and explicitly said that we were only planning on drinking and only needed a spot at the bar. The host said it would be 20-30 minutes, which we were ok with as it was clearly busy. After 35 minutes or so, two spots opened at the bar. We noticed that we were next on the list to be seated at these seats and that the bartender was clearing/cleaning them for us. They cleared the spots then in walked a couple that clearly knew the host (they did not have their name on the list). Rather than respecting our name on the list/the time we spent waiting, the host sat the couple that just walked in. When I attempted to ask why- the host only shrugged and apologized. We left and found better options for the soju we were looking for at other bars in the area that respected our time and had a better grasp of customer service. Recommend going elsewhere if theyre too busy to seat you- save your time for a place that will serve you/respect your wait time. EDIT: as requested by the owner in their response. I arrived approximately 8:26 PM (sent a confirmation text to my friend) and left at 8:54 PM (sent a text to a different group that we could meet up earlier than expected). The issue was not the wait time- it was a Friday night, we expected a wait. The issue was that there was only a party of 4 ahead of us on the list at the time, and they were hoping to get a table to eat. 2 spots opened at the bar, we had been waiting the longest (other than the party of 4) and yet the bar spots were given to two people that walked in when we were told they were being cleared for us."
161,162,-0.9145721318200231,0.80170679371804,1.2,0.9242372,0.06609773,0.00966506,2,I only came here because I was gonna go to gopchang story bbq but they gave me a wait time of 1 hour!!! My partner didn't want to wait because they said 1 hour. So I came to bangia! Will not return back! Ordered al tang and it was just very disappointing! The soup tasted more like bean paste stew then spicy cod egg stew! In the menu it says spicy! But this stew wasn't spicy along with it has fishy smell on the roe from there I couldn't eat it anymore! I'm very picky and very sensitive with the taste. Someone review this place about their soup so it made rethink about getting the soup here but there was nothing else to eat so I had no choice. You get 10% off only if you pay in CASH!! I guess a lot of people pay with credit card and probably they are in need of cash (lol)
162,163,0.5270117744803429,0.03363541513681412,4.0,0.07543335,0.32212153,0.6024451,5,Good food and service. The music is a bit loud though.
163,164,0.9749781643040478,0.941938194911927,4.9,0.002833947,0.019353932,0.9778121,5,Love it. Tuesday cocktail $9.99
164,165,0.7468944359570742,0.4171221684664488,4.4,0.029406471,0.1942926,0.7763009,3,"Make sure you put ur name down first when u go in. Went there Thursday night and waited abt an hr. Everything just tasted alright, whole fried chicken is super dry =/ Cocktail drink tasted good though."
165,166,0.9563388274982572,0.8850690154358745,4.9,0.0026754094,0.038310315,0.95901424,5,"Open super late. Amazing cocktails, basically hidden. Like a Korean speakeasy. Try the army stew! It's like pizza soup. Best drunk food."
166,167,0.9906589901074767,0.9788245931267738,5.0,0.0011412585,0.007058457,0.99180025,5,"Neat little dive off Fifth Ave! Lots of menu variety, and delicious food. Didn't have time for drinks, but the cocktail menu looks great! Will definitely be back!"
167,168,-0.6238238327205181,0.09608130529522896,1.9,0.6612588,0.30130625,0.037434984,3,Maybe they were understaffed on the night I visited but I wished the service could’ve been better.
168,169,0.9439041567966342,0.8634732337668538,4.9,0.0052934336,0.045508895,0.9491976,3,Nice place. Good Soju cocktails. Had lychee soju cocktail. Snacks / food is average - had kimchi pork pancake and spicy pigs feet. Staff and servers are friendly and courteous. The place is on the expensive side.
169,170,-0.6082877144217491,0.0573490634560585,2.0,0.64703536,0.31421697,0.038747646,1,I spent my two days in bed. Who else agree with me.... that your stomach suffer for 2 days after eating at bangia ? All I got were 1. Cheese chicken 2. Seafood soup 2. Two bottle soju
170,171,0.6368409469723701,0.41292309015989304,4.3,0.08373337,0.1956923,0.7205743,5,We stumbled into this place without knowing anything beforehand and were absolutely floored by the quality of the food and the service! Try a Bing Mac!
171,172,0.5793345626443624,-0.08137471042573452,3.9,0.030103618,0.36045825,0.6094382,4,"An underground bubbling mecca of monumental flavors, now temporarily forced to surface with to-go safe delivery. The steamed fried chicken and wings are an salivating escape. Your mouth will thank you for the deserving price."
172,173,0.9451798477675766,0.8477722576353699,4.9,0.0020388088,0.050742604,0.94721866,5,Excellent place to get a good Korean food
173,174,0.9881831017555669,0.9718247296987101,5.0,0.0012125763,0.009391762,0.9893957,5,"Great food, great vibes. Favorite Korean restaurant in Ktown but can be super busy. Regarding drinks, the fruit punch is sooo tasty"
174,175,0.9730342787224799,0.9362445834558457,4.9,0.0028569538,0.021251801,0.97589123,5,"WOAH. One of my favorite restaurants in K-Town. SO, the way the name is spelled out in English makes the restaurant sound like, ""Is it a ring?"" HAHA but correct me if I'm wrong, it actually means half basement in Korean. The vibe here is chill and I love the giraffe in the basement. I always end up petting it when I've taken in a few bottles of Chamisul. (soju) Food is even better here than most K-Town spots. This is my favorite spot for Budaejigae (army stew) and Seafood Cheese Dukboki (rice cakes). For the dukboki they add on top plenty of cheese and mix in seafood such as mussels and octopus. But better than the ingredients they cook the rice cakes so it's SOFT and not too chewy like other places I've tried. Also give their fried chicken a try! Their radish is a tad spicy compared to other places. Weekdays are pretty empty but weekends here are always packed with a thirty to forty-five minute wait."
175,176,0.9788180161267519,0.957566499710083,5.0,0.0035187434,0.014144502,0.98233676,4,"It's a cute little place in the basement that has the oddest collection of decor. The only way I can describe it is that someone was on Pinterest and decoratwd based off all the different things that are trending. But I love it. The food is really good. I think the protions are meant for sharing but I'm not sure. I keep ordering the same dish, the army stew. It's a stew that has sliced hotdogs, salami, ramen and rice cakes in a spicy broth with melted cheese on top."
