Id,rating,text
126,1,"Worst service I got so far. The waiter at the entrance checked my driver’s license and kept implying it was a fake ID, saying “Oh I’m from New Jersey too. This is not a Real ID.” After I insisted him to check again, he even bent my card to see if it’s real. This is really humiliating and maybe you should train your staff that NJ has more than one type of driver’s license? I hav never been to a Korean restaurant like this"
127,1,"I always liked this place, for food and service. Until.... They had added this fried chicken on the menu. It wasn't cooked fully, sent back once, came back with thigh / drumstick still not cooked through... Service is not that great either any more. We left both legs untouched, nobody asked if there was something wrong, especially after it had to go back to the kitchen once, you would think they would check. I won't be going back, another one bites the dust, sigh....."
128,5,First time diner. I am eating the most delicious kimchi pork mozzarella rice cake (noodle) dish of my LIFE. Also the seafood pancake. Super friendly staff.
129,4,You don't find Andong Chicken in many Korean restaurants.
130,4,"I visited with 3 other friends after trying to avoid the long wait at another restaurant down the street. We arrived around 6:30pm on a Saturday night and was seated right away. The staff was friendly and cordial which is always a plus for me. The 3 of us shared one stew and one signature seafood cheese dukbokki (sticky rice cake) dish and it was plenty food. Not too many banchans here but we did each get a ginger salad as a complimentary appetizer and another banchan salad to share. Fun atmosphere, good food, and pleasant servers have me willing to go back."
131,5,This place is amazing! Their food is great and the service is wonderful. I love the underground bar vibe and the staff was willing to make suggestions and even give advice as to how the food should be eaten so it's not intimidating to those who aren't familiar with Korean food! Try the Army stew! You won't regret it!
132,3,The staff messed up bills and seatings(we said we wanted to move to a table but somebody came after us moved first). Food is okay. The chicken wings were not as good as I expected.
133,4,"The litchi alcohol drink (forgot the name) is the best. The food tastes good, and size is big enough (very big), price is also reasonable. But I would think twice to come here, because the table is just so tiny, that you could barely put everything on there. It would not be easy to reach for things you want(like dishes or water bottle), since you’ll probably need to go over other dishes."
134,5,"The Spicy Rice Cake with Stir-Fried Pork, Kimchi, Mozzarella Cheese (Cheesy Tteokbokki) is a must. (Even better if you have the late night munchies post partying.). My friends Door Dashed it for $26. Apparently a lot of their items on the menu have cheese in it... So if you're in the mood for both pizza and Korean, give this place a shot. You won't be disappointed."
135,5,They have the best seafood cheese spicy rice cake!
136,5,"I love Yejin, amazing service and helped us order the right drinks! Def try the lychee soju cocktail, comes with a big cup of lychees!"
137,1,"Horrible service - we were a large party, and they initially said it would take 40 minutes for a table so we thanked them and started to leave. However, shortly after the host told me that it would only be a 10 wait instead. We ended up waiting for a full hour, with them continually being dishonest about their availability and a wait time estimate. The drinks and food was fine, but did not make up at all for the wait. If you're a large party and are not looking to be lied at, go somewhere else."
138,5,"Army stew, seafood pancake, grain makgeolli cocktail are great."
139,2,"I’ve been coming to Bangia for about 5 years, but these last two trips have left much to be desired. The service is much less friendly than it used to be, and somewhere over the last year the chef has changed. The dishes are the same, but are slightly different. The sauce on tteokbokki is bland and almost soupy compared to how it used to be prepared. The servers used to accommodate slight changes to the dishes but now just say “we can’t do that” even though it’s been my go-to order for years. This is one of my absolute favorite restaurants and my go-to for introducing people to Korean food that isn’t BBQ. I leave this for feedback only, and hopeful that the Bangia I knew will come back!"
140,4,Great place to have a drink or two. A bit loud but understandable it's a packed place. Younger crowd so it might get a bit hectic. I love there French fries tho this time I visited I only had beer. the restroom was out of order so spent an hour but waited for the restroom for 30 mins lol
141,5,"I guess this is the second largest Korean style bar in Manhattan. great customer service even though they are usually super packed during the weekend. The food is okay, the price is not overpriced at all. Bangia (Ban Jiha) means half underground basement btw."
142,3,Good and flavorful food. The wait staff is not attentive. I would recommend it if you're looking for solid Korean food and don't care about customer service.
143,1,"A few friends and I came to Bangia right at opening on a Friday night and ordered the grilled pork belly, spicy pork belly & fried rice in stone pot, and the soy garlic wings. The food wasn't the best; the wings were dry and the fried rice was one of the saltiest things I've ever tasted. The service, as well, wasn't the best. We had to wait almost 10 minutes at the hostess stand (this was after opening time) before someone would come and seat us. Even after we were seated, we still had to wait another 10-15 minutes just to get water. We thought this was a bit strange considering we were the only party there at the time. However, the real problem occurred after we left the restaurant. I paid for the bill using my card and the total (after writing in tip) came out to $69 for three people. A few days later, upon logging into my banking app, I was shocked to see that Bangia had charged me $971.88 for the meal, $902.88 MORE than the $69 total that I had indicated on the receipt. I always make an effort to make the tip and total very clear when filling out the receipts: the ""cent"" numbers are always written smaller and underlined, so there should be no room for confusion, let alone room for an extra $902.88 charge. That evening we contacted the restaurant and spoke with the manager, who said that he knew that he had made a mistake, but was ""waiting for us to contact him"", before fixing his mistake and issuing a refund. What if I never noticed, and as a result, never contacted him? Was he planning on just keeping the extra $900, even if he KNEW that a mistake had occurred? Interestingly, a quick search (there's another review here on Yelp) shows that other customers ALSO had issues with being charged extra tip. Hmm. I don't recommend this restaurant at all-- there's no point in risking an extra $900 charge on your card to eat mediocre food and receive mediocre service. There are a ton of better options in Koreatown."
144,5,"Staff is really nice, and that AC is even nicer. The soju cocktails here are gooood. Wish outdoor dining was open when I visited with a friend. Will have to come back again."
145,5,"My co-workers wanted Korean fried chicken after work so we decided to check out this new spot after reading some recent Yelp reviews. It didn't seem to look like a restaurant when I first walked in. I saw a full bar but realized after that they served food and had tables in the back. I ordered the fried chicken and cold draft beers. Now I've had tons of fried chicken before in this neighborhood from Kyochon, Bonchon, WA Bar and even Mad For Chicken, but Bangia brings originality with their chicken without being too greasy, very crispy, crunchy and It's not overly flavored which bring out the natural flavors of the chicken. The fried chicken was super light and the beers were ice cold. Service was on point but then again they had those buttons at the table which you can abuse for service. If you want a chicken and beer night, check out this new spot!"
146,2,We came here on a Wednesday night so the place wasn't busy. Despite that we received bad service. We didn't get water until we asked for it and once we ordered a bottle or alcohol we weren't given any cups for it either until we asked. We got the budaejigae and a spicy pork dish which weren't very good or authentic in my opinion.
147,5,"Great Korean bar with small selection of delicious food. Love their Yuzu Makgeolli (light alcohol citrus drink) and seafood pancake. Portions r huge so get things to share. I just wish more items were not spicy, as I can't tolerate their spicy options."
148,5,"Great cocktails! I like sweeter cocktails and the lychee martini and lychee soju were right up my alley! The happy hour deals are really great, highly recommend! The food was good too of course :)"
149,5,Good spot for late night food. Not your typical Korean food and most main course are easily large enough to feed the two (I had the kimchi stew and it's way more than what one person can have).
150,5,"Great playlist, amazing happy hour, and always a good time. Tends to get crowded quickly on weekends, but that's to be expected of k-town these days. Try the cheese/seafood tteokbokki and the jokbal. Portions are very generous and cocktails are very strong."
151,5,Superb Korean food. Especially the pork feet
152,5,"My only issue is that we had a little misunderstanding with our waiter tonight because we forgot to tip him. It was my mistake because I didn’t read the receipt very well. I thought the gratuity would be included in my bill. I was shocked to see him follow us outside to ask us why we didn’t tip him, even though he wasn’t rude when asking I thought that was a bit unusual. Anyways I went back in the restaurant to tip him but it looked like it still wasn’t enough apparently, my mistake again I’m not from the USA so I don’t know about the whole tipping issue. Lesson learned. I just wish this misunderstanding didn’t happen. Other than that he was a really nice guy. Sorry again tho."
153,2,"I came here for dinner on a Tuesday with three friends. The service was terribly slow. We ordered the army's stew, the half/half chicken wings and fries. It took forever for the stew to come out. We asked for rice that never came out. We also asked for more ramen and that also never came out. We asked for extra seasoning for the stew and again, never came out. Servers barely stopped by either to check up on us."
154,4,"Needed a reservation both times I ate there but worth the foresight. This is top three most authentic Korean place in the Ktown area, in my opinion. The portions are big, beer is cold and kpop on point with lots of TV screens."
155,5,"I checked out this restaurant after a friend of mine praised about the original Korean fried chicken and the bbq pork intestines (not many places have this) which is a really popular late night Korean dish when you're drinking. Basically, I was pleasantly surprised to find some clean flavored dishes. The place has a great drinking atmosphere and the service was friendly. My favorites were the Original Fried Chicken (Not the flavored), The JOK Bal (pork feet) and the Intestines where you dip it in the pickled onion sauce! Def. can't wait to check out the other dishes next time."
156,3,"Was excited about their jok bal, but was a little disappointed because there were more jelly fish than the meat. The wings were to saucy. The only thing that I enjoyed was the yuzu soju cocktail. Service was very friendly. Nice atmosphere."
157,4,"Decent place, can be quite pricey. Big portions but service can be subpar. They take your order quite quickly, drinks take quite awhile to get to the table and paying the check shouldn't take 10-15 mins to arrive. Dined the other day on a weekday and quite a few patrons were complaining about being able to jusy pay and leave"
158,4,"Nice place really crowded, you need an ID and be aware of the loudness because my head was banging for an entire day. It’s pricy and usually has people of particular ethnicity dominating the place. English music so anyone can understand. Go on the weekend for more fun!"
159,5,"This place isn't your usual Korean restaurant with the usual Korean bbq and soups and stews, and that's the best part. They have more of what would be considered Korean street food or hangout food rather than the traditional stuff, and it's such a great change of pace. And the decor adds to the street feel. My friend and I shared bossam and andong chicken, both of which were really good. The portions are pretty large, so go hungry. But don't expect rice; it doesn't come as part of the meal. If you're low carbing and like meat, I would definitely recommend bossam. The andong chicken is good also, but it does come with noodles, dduk (aka rice cakes) and potatoes. I am definitely going back to try other stuff on the menu."
160,2,"I have been there over 5 times - the quality and taste of food decreases each time. The army stew we had yesterday was blend, with very few sausages and several pieces of bacon stuck together. Very disappointed😥 …"
161,1,"My friend and I attempted to stop in for a few drinks. We put our name in with the host and explicitly said that we were only planning on drinking and only needed a spot at the bar. The host said it would be 20-30 minutes, which we were ok with as it was clearly busy. After 35 minutes or so, two spots opened at the bar. We noticed that we were next on the list to be seated at these seats and that the bartender was clearing/cleaning them for us. They cleared the spots then in walked a couple that clearly knew the host (they did not have their name on the list). Rather than respecting our name on the list/the time we spent waiting, the host sat the couple that just walked in. When I attempted to ask why- the host only shrugged and apologized. We left and found better options for the soju we were looking for at other bars in the area that respected our time and had a better grasp of customer service. Recommend going elsewhere if theyre too busy to seat you- save your time for a place that will serve you/respect your wait time. EDIT: as requested by the owner in their response. I arrived approximately 8:26 PM (sent a confirmation text to my friend) and left at 8:54 PM (sent a text to a different group that we could meet up earlier than expected). The issue was not the wait time- it was a Friday night, we expected a wait. The issue was that there was only a party of 4 ahead of us on the list at the time, and they were hoping to get a table to eat. 2 spots opened at the bar, we had been waiting the longest (other than the party of 4) and yet the bar spots were given to two people that walked in when we were told they were being cleared for us."
162,2,I only came here because I was gonna go to gopchang story bbq but they gave me a wait time of 1 hour!!! My partner didn't want to wait because they said 1 hour. So I came to bangia! Will not return back! Ordered al tang and it was just very disappointing! The soup tasted more like bean paste stew then spicy cod egg stew! In the menu it says spicy! But this stew wasn't spicy along with it has fishy smell on the roe from there I couldn't eat it anymore! I'm very picky and very sensitive with the taste. Someone review this place about their soup so it made rethink about getting the soup here but there was nothing else to eat so I had no choice. You get 10% off only if you pay in CASH!! I guess a lot of people pay with credit card and probably they are in need of cash (lol)
163,5,Good food and service. The music is a bit loud though.
164,5,Love it. Tuesday cocktail $9.99
165,3,"Make sure you put ur name down first when u go in. Went there Thursday night and waited abt an hr. Everything just tasted alright, whole fried chicken is super dry =/ Cocktail drink tasted good though."
166,5,"Open super late. Amazing cocktails, basically hidden. Like a Korean speakeasy. Try the army stew! It's like pizza soup. Best drunk food."
167,5,"Neat little dive off Fifth Ave! Lots of menu variety, and delicious food. Didn't have time for drinks, but the cocktail menu looks great! Will definitely be back!"
168,3,Maybe they were understaffed on the night I visited but I wished the service could’ve been better.
169,3,Nice place. Good Soju cocktails. Had lychee soju cocktail. Snacks / food is average - had kimchi pork pancake and spicy pigs feet. Staff and servers are friendly and courteous. The place is on the expensive side.
170,1,I spent my two days in bed. Who else agree with me.... that your stomach suffer for 2 days after eating at bangia ? All I got were 1. Cheese chicken 2. Seafood soup 2. Two bottle soju
171,5,We stumbled into this place without knowing anything beforehand and were absolutely floored by the quality of the food and the service! Try a Bing Mac!
172,4,"An underground bubbling mecca of monumental flavors, now temporarily forced to surface with to-go safe delivery. The steamed fried chicken and wings are an salivating escape. Your mouth will thank you for the deserving price."
173,5,Excellent place to get a good Korean food
174,5,"Great food, great vibes. Favorite Korean restaurant in Ktown but can be super busy. Regarding drinks, the fruit punch is sooo tasty"
175,5,"WOAH. One of my favorite restaurants in K-Town. SO, the way the name is spelled out in English makes the restaurant sound like, ""Is it a ring?"" HAHA but correct me if I'm wrong, it actually means half basement in Korean. The vibe here is chill and I love the giraffe in the basement. I always end up petting it when I've taken in a few bottles of Chamisul. (soju) Food is even better here than most K-Town spots. This is my favorite spot for Budaejigae (army stew) and Seafood Cheese Dukboki (rice cakes). For the dukboki they add on top plenty of cheese and mix in seafood such as mussels and octopus. But better than the ingredients they cook the rice cakes so it's SOFT and not too chewy like other places I've tried. Also give their fried chicken a try! Their radish is a tad spicy compared to other places. Weekdays are pretty empty but weekends here are always packed with a thirty to forty-five minute wait."
176,4,"It's a cute little place in the basement that has the oddest collection of decor. The only way I can describe it is that someone was on Pinterest and decoratwd based off all the different things that are trending. But I love it. The food is really good. I think the protions are meant for sharing but I'm not sure. I keep ordering the same dish, the army stew. It's a stew that has sliced hotdogs, salami, ramen and rice cakes in a spicy broth with melted cheese on top."
177,5,I should've finish the plate.
178,4,"A little on the expensive side, but pretty good Korean comfort food. I finally had Budae Jigae (Military stew) for the first time. It's a nice cozy dive atmosphere though."
179,3,Food was ok but service was really rushed. Was there for less than an hour after ordering multiple drinks and they gave us the check before asking if we wanted to order anything else.
180,5,"Food was amazingly delicious, portions are satisfying. Waiter was quick to response and price was just right. Very good Korean food thank you."
181,4,"Great atmosphere but I've definitely had better kimchi pancakes. That said I hardly feel that's the right dish to judge the place on, and you cannot argue with the prices."
182,4,A great atmosphere and good music. Wait time is quite long but that’s not their fault. The food was good as well.
183,1,"9/21/19 Saturday, one of my friend forget to bring her ID the security guy won’t let us in the restaurant so we decide to find another spot instead, right before we head out the security guy said, unless you pay me some money! I told him it’s illegal to do so, he even said he just doing he’s job in the right way and feel free to talk the manager of the restaurant will receive same result. I don’t understand which part of doing the job in right way when you asking for money to get in a restaurant? Ridiculous!"
184,5,Such great food!! They offer Korean comfort food and it was definitely filling. It's good that this place is off the beaten path as it would be a shame to have this place turned into a tourist trap.
185,5,Went there on a Sunday night after 10pm—this was basically the only place in K-Town that was still open. Food was pretty good. Hope to try their drinks in another visit.
186,4,"Came here on a Thursday night after a long night of happy hour drinking and decided to grab some Korean ""pocha"" style food. Usually I would check out the K-town block on 32nd street but lately I've decided to venture other spots which are located outside the infamous K-town block. Bangia is a new hotspot and buzzing after a bunch of my foodie Korean friends went there for a tasting. Long story short, It's dark and the atmosphere has a very ""drinking"" environment. We ordered the budae jjigae (military stew) and an endless amount of soju which made it tough next morning, but it was all worth it. The food was delicious and the drinks kept coming."
187,5,My first time going here for my birthday and I'm glad I chose this place. The wait for a table wasn't very long and the food was soooooo good. Planning to go again soon.
188,1,"They mixed the soju with water. I can't believe it. Was using the bathroom and saw how they mixed the ""soju"" cocktails. DO NOT GO HERE!!"
189,5,Underground bar with K-Pop classics. Great menu selection of food a soju. Left buzzed and full at 7pm.
190,5,Food was delicious. Their pork feet is soft and juicy. Pork belly was very tender.
191,5,"A little dive-bar, a little chic, and lot of hipster. Really cool bar in K-town with great Korean influenced bar food. Cool decor and good crowd frequent this place."
192,1,"Sprained my ankle on the drain grates outside because it wasn't screwed tightly, all the compliments I received was an hour wait and a bag of ice. Ridiculous. Even the bouncer said he was surprised that's all they compensated for."
193,5,Great vibe! Hidden gem. Food and service excellent.
194,5,Service and food was very good!
195,5,One of my favorite Korean restaurant in K-town. Service is great and foods are always good. I always leave this restaurant fully satisfied with everything. 🍱 …
196,4,Solid pocha with shareable dishes
197,5,The food and service was awesome!!!! Love the KPop music videos!
198,5,Delicious! Try the Army Stew. It's all the familiar flavors that you've probably grown up with thrown together into a Korean-style stew. It is incredible.
199,5,All time favorite spot for bar food in K-town. Have come back many times just for the spam rice balls
200,5,"A real Korean place, and one of the only where we found jjimdak!"
201,4,Try corn cheesecake with your drinks. You dont get reception in there so gotta need wifi
202,5,Great place for a group and dishes for sharing. Staff is very friendly. Definitely recommend.
203,5,The Lychee soju here is amazing! It comes with a liter of soju and a cocktail glass full of lychee fruit ☺️ I’m definitely coming back to get this again!
204,4,"If you're a fan of Korean cuisine, you should try Bangia. The food was great, portions HUGE. Service was efficient, though not particularly friendly."
205,5,"Amazing place! Nice ambience, the food is great and the drinks are the best in town! Gives the full Korean experience in NYC!"
206,4,"Army stew is delicious, and they served my favorite beer there."
207,5,Great food. Go during happy hour and get stir fried with rice cakes!
208,4,"Awesome atmosphere. Impressive portions. Great value, especially for at least a group of 4. Found on @munch_app."
209,2,"After order 2 mean courses, the business even don't give a banchan! All the K-town restaurants are packing with at least 4 banchan."
210,5,The food is legit.... Sooo crazy good big portions to share with 2-3 people. Highly recommended.
211,4,This is so authentic! I felt so Korean vibe because 95% of customer here are Korean and the foods are great and reasonable price. Love it! will be back
212,1,"Food is good, but worst customer service. The servers have a serious attitude problem... will never go back again"
213,5,A fun nighttime drinks + korean barfood place. Great atmosphere.
214,5,"Awesome ambience, great food and friendly staff! Try the army stew! Can't wait to eat here again."
215,5,You have to try the blood sausage ~
216,5,"Excellent service, tasty food, and fantastic cocktails. We had a great experience."
217,5,"Went to Bangia with a few friends, they were quick responsive and helpful with questions about the menu. A great immersive experience."
218,5,Great Korean food and fast service! Will definitely go back again!
219,4,"Food is always great here, but service leaves much to be desired for. Pigs feet are consistently good."
220,5,"Great interior, a bit too dark for my taste, it's more for dining, food is good but nothing special, it's more like drunken food"
221,3,Must Try the chicken feet with cheese ..
222,5,Good food good service and reasonable price.I really like their lychee soju and Budae Jjigae. We will definitely come back again!!
223,5,Was here late at 3am getting korean food with a friend i was smashed but i remember it tasting awesome and the service was cool
224,5,Amazingly delicious authentic Korean food
225,5,Great food and drink. Love their jokbal. The service was really good as well.
226,4,Great vibe to meet with friends
227,5,"Recommend all their cocktails. Cheese fries, cheese seafood plate, army stew, and of course the fry pig feet"
228,4,The food is so good. The service is good also! I’ve been twice now.
229,5,quite authentic korean style food and decent price. The go-to spot anytime I miss korean food.
230,3,Too loud. Great for parties but not conversations based reunion. Food are awesome.
231,5,"Traditional Korean fare executed wonderfully in a unique, fun atmosphere, and the Soju is great."
232,5,Friendly staff and they serve delicious food! The Lychee soju is good.
233,5,Food is really good. Reasonably priced. Very large portions.
234,5,Great place for date night! Recommend the spicy squid and pork kimichi.
235,4,"Great staff, good drinks, bar food is OK. Every time I've been there the patrons have been obnoxious."
236,5,Always one of the favorite places in Korea town..great food n great drinks!
237,5,"Nice atmosphere, very cosy and clean. The cheesy corn is delicious!"
238,5,Hidden gem !! Must visit if you like Korean food.
239,1,wi fi doesn't work
240,5,"Good food, drinks, prices, service. Will always be back"
241,5,pork feet tastes good!
242,4,Best lychee Soju around town. So many pieces of lychee! The food is not that good tho...
243,5,"Great food & drink, but quite crowded on the weekends."
244,5,Good Korean food in friend portion! Try it out
245,5,Fun place to have drinks and a laugh. Also had great food and atmosphere.
246,5,Good and interesting cuisine. Excellent service and friendly staff.
247,5,"Great place, authentic food. Cumin lamb skewers were awesome."
248,4,Great bartender! The 4 star is because everything else is just average.
249,1,Please don’t come! Save your money!
250,5,Get the army pot and lychee soju cocktail when you are there! You won’t regret it
251,5,Great food and drinks. Totally recommend!
252,5,A must stop when in Manhattan for amazing Korean meals.
253,4,Good place to grab a beer our a drink Lively Atmosphere. Food ok
254,5,Great service and the food is fantastic. Awesome vibe!
255,5,Food tastes great and there's a discount for using cash!
256,4,Went there for the army stew which was very good. Guy at the door checking IDs need his manners checked :)
257,4,Good place for some drinks and Korean food to go with the drinks
258,4,Loud party atmosphere and good enough food.
259,5,Nice Korean food/alcohol at reasonable price
260,5,Great
261,5,Good and relatively cheap
262,4,Good Food and the service is good. Staffs are friendly.
263,5,"Authentic, reasonable and fun. My favorite in K town."
264,4,Great place for drinks and late night food
265,4,"Nice staff, spicy food, enough water!"
266,5,"Great food, atmosphere and service."
267,4,The place is full of Korean so they know the best
268,5,Good fried calamari and good soondae
269,4,"If you want to feel that your in South Korea, this would be a good place to go to."
270,5,Really good food and considerate seating.
271,5,Food was grate and server handsome lol
272,4,Great basement with atmosphere
273,4,Affordable and traditional korean bar
274,4,A little pricey. But food is good.
275,5,"Good drinks, great service."
276,5,Cool place for late night soju and food
277,4,A solid choice for good food and drinks
278,3,"Budae jigae, pancake and pork feet didn't impress."
279,5,"Good soju and bites, a bit pricey"
280,5,Tasty food. Definitely will go back.
281,4,Delicious food and reasonable pricing
282,5,Try their Buedae Jjigae. The best ever around k town!!!!
283,5,"Amazing food and service, as always"
284,5,"Friendly staff, great food and service"
285,3,If you wanna feel the 90's vibe...
286,5,All their specials are so good! GO!!!
287,5,Good but a bit pricey for me.
288,5,Amazing and authentic Korean food
289,5,Nice speakeasy. Good drinks
290,5,ALWAYS A GREAT TIME ♥️
291,5,Great food and atmosphere
292,3,A cool underground joint.
293,5,Good for Korean food and drinks
294,4,Attentive service and good share plates.
295,4,Good deal for a bunch of foods.
296,5,Awesome authentic food
297,4,Fried chicken is bomb.
298,5,Great foor and customer service
299,5,Soooo good!!!
300,4,Good food
301,5,Good!
302,5,Korean style bar.
303,4,Cheap draft beer.
304,4,Good
305,3,Kids.
306,4,Pay cash for discounts
307,5,I love this place!
308,5,Yummy soju
309,1,Not clean!!
310,5,Like the budaejjigae!
311,1,Terrible service
312,2,Garbage service.
313,4,"There were quite a few handsome guys inside the store, but they just asked for ID as soon as they entered, and when they were about to get the ID, the store clerk ran away... He didn't even look at it... Maybe they didn't drink when they saw me and my friend, so it didn't matter. The pig's trotters are quite delicious. Others may not like the taste very much. The price is also on the expensive side."
314,5,I was able to wash away the sweetness and greasiness that could not be alleviated even when eating Korean food in the United States. I really liked the real Korean Pocha feel.
315,3,"The service is the same as in Korea. Can you speak Korean in New York? Do you have a familiar water bottle? I ordered budae hotpot, but couldn't find the ham. I tried it with tofu and ramen. Google Map users who want to drink soju in New York may want to check it out. Good luck with your trip to New York, everyone!"
316,5,This is a great kimchi stew restaurant... Be sure to try the tuna kimchi stew.
317,5,The service is very good and the snacks are varied. I think it’s so good to drink!!!
318,5,Kimchi stew is a delicious hot dish.
319,5,The staff is always friendly and the snacks are all delicious! Cocktails are also delicious🫶🏻 …
320,5,"Great restaurant! Lychee Soju will serve you with a bowl of lychees! So delicious! Spicy pork feet are particularly fragrant! The service is very good! At that time, our cup slipped and the military pot splashed on our clothes. As a result, the store clerk gave us a free order! Oh My God"
321,1,"After visiting the store, I found out that I lost my card, so I called the store the same day and asked them to check whether my card was there or not. They said that they couldn't check it over the phone because there were a lot of lost cards, and that they would only check it if I brought my ID in person. No, I don't even know if the card is there or not, so I have to go there in person to ""check"" whether the card is there or not. I understand that the employees there are busy, but I don't understand why they say it takes a few minutes to check for a lost card on the same day."
322,5,The staff are also very friendly and nice.
323,5,"It was so good. I went there with my kids, but I was embarrassed because it was a pub. I gained peace of mind in New York by accommodating my children. ^^ Good space, good people, things will get better~~"
324,3,"The location is good and the food is so-so. It has the atmosphere of a Korean pub, but the ingredients and composition of the food are disappointing in many ways."
325,5,"Honestly, any Korean would know that it tastes better than the real Korea. Especially Budaejjigae Tteokbokki...a work of art. It's Korean food in New York, and if you order soju here, it's a place where a miracle happens that will give you an appetite you never knew before."
326,4,"A place with alcohol, various snacks, service, dalgaljjim, and friendly and sensible staff."
327,5,"I went there after seeing a review saying it was better than Korea, but it was soggy..."
328,5,Big and good dishes. Very friendly service
329,5,It's a little busy but the atmosphere and service are highly recommended~~
330,5,Pig’s trotters are very 🉑 …
331,4,
332,1,Very slow to get the order I do not recommend buying here
333,3,
334,5,
335,5,The raw oysters served with bossam are delicious haha.
336,1,"Very slow to get the order, I do not recommend purchasing here"
337,4,
338,4,
339,5,
340,4,
341,5,Haechi rice cake is delicious
342,4,
343,5,
344,4,
345,5,Very friendly & food is delicious
346,5,A bar in New York that is more Korean than Korea
347,4,
348,5,It's so delicious!!
349,5,
350,5,
351,4,
352,5,
353,5,
354,5,
355,3,Just like that haha
356,4,
357,3,
358,5,Good late night snacks such as tteokbokki
359,4,It's like a Korean bar.
360,4,
361,5,
362,5,
363,5,
364,5,
365,4,
366,5,
367,5,
368,3,
369,3,
370,5,
371,3,
372,4,
373,4,
374,4,
375,5,Good service
376,5,
377,5,
378,3,
379,4,Lychee wine
380,5,Soju🍵🍵 …
381,4,Delicious
382,4,
383,3,
384,5,
385,5,
386,5,
387,5,
388,5,
389,5,
390,4,
391,5,
392,3,
393,4,
394,5,
395,5,
396,5,
397,5,
398,5,
399,5,
400,5,
401,5,
402,5,
403,5,
404,5,
405,5,
406,3,
407,5,
408,5,
409,3,
410,5,
411,5,
412,4,
413,5,
414,5,
415,3,
416,5,
417,5,
418,5,
419,5,
420,5,
421,5,
422,5,
423,5,
424,5,
425,5,
426,2,
427,4,
428,5,
429,5,
430,5,
431,3,
432,5,
433,5,
434,5,
435,5,
436,4,
437,5,
438,3,
439,4,
440,4,
441,5,
442,5,
443,4,
444,5,
445,5,
446,5,
447,3,
448,5,
449,4,
450,5,
451,5,
452,5,
453,5,
454,5,
455,3,
456,5,
457,5,
458,5,
459,5,
460,5,
461,5,
462,5,
463,5,
464,5,
465,5,
466,4,
467,5,
468,5,
469,5,
470,5,
471,5,
472,5,
473,5,
474,4,
475,5,
476,4,
477,5,
478,5,
479,5,
480,5,
481,5,
482,4,
483,4,
484,5,
485,5,
486,5,
487,5,
488,4,
489,5,
490,5,
491,5,
492,5,
493,5,
494,5,
495,4,
496,5,
497,4,
498,5,
499,4,
500,5,
501,5,
502,5,
503,5,
504,5,
505,4,
506,5,
507,5,
508,5,
509,5,
510,4,
511,5,
512,5,
513,5,
514,5,
515,5,
516,3,
517,5,
518,5,
519,4,
520,3,
521,4,
522,5,
523,5,
524,5,
525,5,
526,4,
527,5,
528,5,
529,5,
530,5,
531,5,
532,4,
533,4,
534,4,
535,4,
536,5,
537,5,
538,5,
539,5,
540,4,
541,5,
542,5,
543,2,
544,4,
545,5,
546,5,
547,5,
548,4,
549,5,
550,5,
551,4,
552,5,
553,5,
554,4,
555,4,
556,4,
557,5,
558,5,
559,5,
560,4,
561,1,
562,4,
563,5,
564,3,
565,3,
566,5,
567,5,
568,4,
569,5,
570,5,
571,3,
572,5,
573,4,
574,5,
575,5,
576,4,
577,5,
578,4,
579,5,
580,5,
581,5,
582,5,
583,5,
584,2,
585,5,
586,5,
587,5,
588,5,
589,5,
590,5,
591,4,
592,5,
593,4,
594,5,
595,2,
596,5,
597,5,
598,5,
599,4,
600,5,
601,5,
602,5,
603,5,
604,5,
605,2,
606,4,
607,4,
608,4,
609,4,
610,5,
611,4,
612,5,
613,4,
614,4,
615,5,
616,4,
617,5,
618,5,
619,4,
620,3,
621,5,
622,5,
623,4,
624,5,
625,3,
626,5,
627,5,
628,5,
629,4,
630,5,
631,5,
632,5,
633,4,
634,4,
635,4,
636,5,
637,3,
638,4,
639,3,
640,4,
641,5,
642,5,
643,4,
644,4,
645,5,
